time,hr
7.179534974093263,75.39682539682539
11.239272020725387,75.39682539682539
13.959095854922278,78.61432861432861
14.699047927461137,76.47757647757648
17.638857512953365,80.44583044583044
18.35881088082901,79.73459289248763
21.418612694300514,77.9030910609858
25.378356217616577,77.90309106098579
26.098309585492224,74.84311554078997
29.85806606217616,78.06061875829317
30.59801813471502,74.0923647900392
34.47776683937823,77.86357786357786
35.217718911917096,75.22679473898987
38.81748575129533,78.44429795649307
39.55743782383419,74.67308488295441
42.997215025906726,77.30986800754242
43.73716709844559,74.0923647900392
47.19694300518134,77.15234031023505
47.95689378238341,74.51555718564704
51.35667357512953,77.73306040315026
52.09662564766838,77.05829657049169
55.236422279792734,79.6950796950797
55.9763743523316,78.3090783090783
58.916183937823824,79.6950796950797
59.65613601036269,77.66805266805267
62.595945595854914,79.05405405405405
63.33589766839377,77.02702702702703
66.2957059585492,79.05405405405405
67.03565803108808,77.02702702702703
70.03546373056993,79.8048048048048
74.33518523316062,77.77777777777777
77.17500129533677,80.55555555555556
77.89495466321242,77.16802168021681
80.77476813471502,79.19504870724383
81.51472020725387,76.41727092946604
84.6145194300518,78.34281650071124
85.37447020725388,75.70603337612323
88.81424740932641,77.73306040315026
89.55419948186527,76.41727092946604
93.19396373056993,78.34281650071124
93.95391450777201,80.72755417956655
94.63387046632123,80.72755417956657
97.23370207253885,81.43879173290938
97.9736541450777,77.66805266805267
101.09345207253884,78.98384214173687
101.85340284974092,76.95681511470985
104.99319948186526,77.63157894736841
105.75315025906734,76.3157894736842
108.91294559585491,78.34281650071122
109.65289766839376,77.02702702702703
112.85269041450775,77.66805266805267
113.63263989637304,75.64102564102564
116.55245077720205,77.66805266805267
117.29240284974091,82.33005733005733
117.95236010362693,71.82281095324574
119.33227072538858,69.7957839262187
120.13221891191708,66.51978065021544
120.87217098445593,75.83655083655083
123.6919883419689,78.61432861432861
124.41194170984454,75.9775454897406
127.29175518134713,79.94579945799458
128.0117085492228,77.16802168021681
130.9315194300518,79.8048048048048
131.67147150259066,77.66805266805267
134.59128238341967,80.44583044583044
135.31123575129533,79.05982905982907
138.23104663212433,80.44583044583044
138.9709987046632,77.66805266805267
141.93080699481862,79.8048048048048
142.65076036269429,77.77777777777777
145.7705582901554,79.09356725146199
146.53050906735749,76.3157894736842
149.71030310880826,78.34281650071122
150.45025518134713,76.41727092946604
153.57005310880825,79.19504870724383
154.2900064766839,77.16802168021681
157.26981347150257,79.8048048048048
158.00976554404141,78.34281650071124
160.90957772020724,80.36984352773825
161.64952979274608,78.34281650071124
164.5493419689119,79.8048048048048
165.26929533678754,78.41880341880342
168.18910621761654,81.1965811965812
168.9090595854922,77.80904732124245
171.74887564766837,77.16802168021681
175.22865025906734,75.03126954346467
178.6884261658031,76.95681511470985
179.44837694300514,76.34705901714888
182.18819948186527,77.73306040315026
182.9281515544041,75.80751483190508
185.76796761658028,79.19504870724383
186.48792098445594,77.16802168021681
189.34773575129532,80.55555555555556
193.62745854922278,77.77777777777777
196.68726036269427,79.8048048048048
197.42721243523312,77.02702702702703
200.6070064766839,79.8048048048048
201.32695984455955,77.77777777777777
204.34676424870463,80.55555555555556
205.0667176165803,78.41880341880342
207.9865284974093,81.1965811965812
208.70648186528493,78.41880341880342
211.62629274611396,79.8048048048048
212.3662448186528,76.41727092946604
215.22605958549218,78.44429795649307
215.96601165803105,75.80751483190508
218.785829015544,75.80751483190508
222.20560751295332,76.55826558265582
222.92556088082898,84.42608619634584
223.54552072538857,83.84536610343062
228.94517098445593,80.45783222809186
232.38494818652845,75.9775454897406
233.1049015544041,77.80904732124245
235.92471891191707,81.1965811965812
236.6446722797927,79.05982905982907
239.50448704663208,81.1965811965812
240.22444041450774,79.05982905982907
243.08425518134712,81.1965811965812
243.80420854922275,77.80904732124245
246.68402202072534,79.94579945799458
247.403975388601,77.16802168021681
250.42377979274607,79.8048048048048
251.16373186528494,77.66805266805267
254.20353497409323,79.6950796950797
254.94348704663207,77.66805266805267
257.90329533678755,79.8048048048048
258.6232487046632,79.09356725146199
261.46306476683935,81.12059427848902
262.2030168393782,78.34281650071124
264.9628380829015,77.02702702702703
268.4226139896373,77.77777777777777
269.1425673575129,77.77777777777777
271.882389896373,77.77777777777777
275.28216968911914,77.77777777777777
279.38190414507767,76.03359173126614
282.08172927461135,78.81136950904393
282.801682642487,78.81136950904393
286.28145725388595,80.55555555555556
289.1212733160621,80.55555555555556
289.8412266839378,78.41880341880342
292.7210401554404,81.1965811965812
293.440993523316,79.05982905982907
296.40080181347145,81.1965811965812
297.1207551813471,79.05982905982907
300.120560880829,80.44583044583044
300.86051295336785,77.05829657049169
303.9003160621761,78.44429795649307
304.640268134715,77.05829657049169
307.66007253886005,78.3090783090783
