time,bvp
0.0,3.92599690613816
0.0039059970045336786,4.822312203014871
0.007811994009067357,5.74928659376513
0.011717991013601036,6.733115539369421
0.015623988018134714,7.79760215857252
0.019529985022668395,8.963082448333926
0.02343598202720207,10.245496657409056
0.02734197903173575,11.655645411449317
0.03124797603626943,13.19866034703332
0.03515397304080311,14.87370886735625
0.03905997004533679,16.673941739365645
0.04296596704987046,18.58668119840644
0.04687196405440414,20.59383659190158
0.05077796105893782,22.672524913489948
0.0546839580634715,24.79586531215141
0.05858995506800518,26.933910165431012
0.06249595207253886,29.05467082433042
0.06640194907707253,31.125193789796047
0.07030794608160622,33.11264286642349
0.07421394308613989,34.98534464584231
0.07811994009067358,36.71375829137332
0.08202593709520725,38.2713357406182
0.08593193409974093,39.63524477168612
0.08983793110427461,40.786934517044465
0.09374392810880829,41.7125305713389
0.09764992511334196,42.403054451044405
0.10155592211787565,42.85446947787155
0.10546191912240932,43.06756187092537
0.109367916126943,43.04767169523566
0.11327391313147668,42.80429313806846
0.11717991013601035,42.350567245223054
0.12108590714054404,41.702692686980626
0.12499190414507771,40.87928133751444
0.1288979011496114,39.900685496651484
0.13280389815414506,38.78832255926035
0.13670989515867876,37.564020982279935
0.14061589216321244,36.24940867622266
0.1445218891677461,34.86536163727342
0.14842788617227978,33.4315269252579
0.15233388317681346,31.965930167209038
0.15623988018134716,30.484673801625743
0.16014587718588083,29.001728434140357
0.1640518741904145,27.528816089355093
0.16795787119494818,26.075380929565117
0.17186386819948185,24.64864025576685
0.17576986520401552,23.253706369378524
0.17967586220854923,21.893768187729282
0.1835818592130829,20.57032038125162
0.18748785621761657,19.28342722192541
0.19139385322215025,18.032008268198968
0.19529985022668392,16.814133412972854
0.19920584723121762,15.6273156278675
0.2031118442357513,14.468790880203565
0.20701784124028497,13.33577610550483
0.21092383824481864,12.2256977130543
0.2148298352493523,11.136384811637882
0.218735832253886,10.066223097395607
0.2226418292584197,9.014267081717987
0.22654782626295336,7.980309997739908
0.23045382326748703,6.964912260942027
0.2343598202720207,5.96939073339112
0.23826581727655438,4.995772222155859
0.24217181428108808,4.046715609457685
0.24607781128562176,3.1254077529501867
0.24998380829015543,2.2354388051439043
0.25388980529468913,1.3806628848699127
0.2577958022992228,0.5650501009614897
0.2617017993037565,-0.20746420500538626
0.2656077963082901,-0.9331274432580215
0.2695137933128238,-1.6085099025393776
0.2734197903173575,-2.23063253060509
0.27732578732189117,-2.7970785762604047
0.28123178432642487,-3.306086066692523
0.2851377813309585,-3.7566189003875707
0.2890437783354922,-4.148415154782266
0.2929497753400259,-4.482012012711411
0.29685577234455957,-4.758747478954201
0.30076176934909327,-4.980739767068826
0.3046677663536269,-5.150845869948966
0.3085737633581606,-5.272601371477633
0.3124797603626943,-5.350144001334571
0.31638575736722796,-5.388123774177419
0.32029175437176166,-5.391602785475155
0.3241977513762953,-5.365947860142064
0.328103748380829,-5.316719270909087
0.33200974538536265,-5.249558668003448
0.33591574238989635,-5.170079199576013
0.33982173939443006,-5.0837605648451865
0.3437277363989637,-4.995851442012054
0.3476337334034974,-4.9112813843980465
0.35153973040803105,-4.8345838950557924
0.35544572741256475,-4.769831986293754
0.35935172441709845,-4.720587119560496
0.3632577214216321,-4.689862015346354
0.3671637184261658,-4.680097433173316
0.37106971543069944,-4.693152657786995
0.37497571243523314,-4.730309097156962
0.37888170943976685,-4.792286106975845
0.3827877064443005,-4.87926790940762
0.3866937034488342,-4.990940273543561
0.39059970045336784,-5.126535472534867
0.39450569745790154,-5.284883927515816
0.39841169446243524,-5.464470889859446
0.4023176914669689,-5.663496498637877
0.4062236884715026,-5.879937576168772
0.41012968547603623,-6.11160958734305
0.41403568248056993,-6.356227283701077
0.41794167948510363,-6.611462676304175
0.4218476764896373,-6.874999127517595
0.425753673494171,-7.144580516028076
0.4296596704987046,-7.418054607011574
0.43356566750323833,-7.693409945781215
0.437471664507772,-7.968805784138156
0.4413776615123057,-8.24259473994075
0.4452836585168394,-8.513338078394401
0.449189655521373,-8.779813684997485
0.4530956525259067,-9.04101697215952
0.45700164953044037,-9.296155121838732
0.46090764653497407,-9.544635213109101
0.46481364353950777,-9.786046914694326
0.4687196405440414,-10.02014053682424
0.4726256375485751,-10.24680133312569
0.47653163455310876,-10.466021020621199
0.48043763155764246,-10.677867543262531
0.48434362856217616,-10.882454140769449
0.4882496255667098,-11.079908798952097
0.4921556225712435,-11.270345149376851
0.49606161957577716,-11.453835854504172
0.49996761658031086,-11.63038945863346
0.5038736135848445,-11.799931604501433
0.5077796105893783,-11.962291409668326
0.5116856075939119,-12.117193665627925
0.5155916045984456,-12.264257366119535
0.5194976016029792,-12.403000890373319
0.523403598607513,-12.532853963895871
0.5273095956120466,-12.653176296833916
0.5312155926165802,-12.763282561952945
0.535121589621114,-12.862473126038498
0.5390275866256476,-12.950069696551797
0.5429335836301813,-13.025454797345098
0.546839580634715,-13.088113751861968
0.5507455776392487,-13.137677638922652
0.5546515746437823,-13.173965504734952
0.558557571648316,-13.197023975017483
0.5624635686528497,-13.207162322503706
0.5663695656573834,-13.204981016182645
0.570275562661917,-13.191391816734173
0.5741815596664508,-13.167627593405978
0.5780875566709844,-13.135240224754197
0.5819935536755181,-13.09608521063767
0.5858995506800518,-13.052291964395033
0.5898055476845855,-13.006219168069665
0.5937115446891191,-12.96039505254602
0.5976175416936528,-12.917442997965319
0.6015235386981865,-12.879993424063118
0.6054295357027202,-12.850583538378244
0.6093355327072538,-12.83154711325088
0.6132415297117876,-12.82489704867628
0.6171475267163212,-12.83220402439925
0.6210535237208549,-12.854475027228949
0.6249595207253886,-12.8920359344471
0.6288655177299223,-12.944422618255587
0.6327715147344559,-13.010285188164179
0.6366775117389896,-13.087309989489917
0.6405835087435233,-13.172163811772984
0.644489505748057,-13.260464420475747
0.6483955027525906,-13.346781003875748
0.6523014997571244,-13.424667426097969
0.656207496761658,-13.486730305542205
0.6601134937661917,-13.524732912135274
0.6640194907707253,-13.529734721443832
0.6679254877752591,-13.492265211161397
0.6718314847797927,-13.402529175790887
0.6757374817843264,-13.25063951526681
0.6796434787888601,-13.026872175211588
0.6835494757933938,-12.721936736749464
0.6874554727979274,-12.327255130073217
0.6913614698024612,-11.835240134765723
0.6952674668069948,-11.239564783291149
0.6991734638115285,-10.53541354638725
0.7030794608160621,-9.719706283484632
0.7069854578205959,-8.791286406739587
0.7108914548251295,-7.75106553620025
0.7147974518296631,-6.602118100394621
0.7187034488341969,-5.349720827150315
0.7226094458387305,-4.001333821990517
0.7265154428432642,-2.5665218787081128
0.730421439847798,-1.0568167291320778
0.7343274368523316,0.514476971064982
0.7382334338568652,2.1325270976090738
0.7421394308613989,3.7812642583723948
0.7460454278659326,5.443708408073956
0.7499514248704663,7.102322218338769
0.7538574218749999,8.739380584187343
0.7577634188795337,10.33734509468618
0.7616694158840673,11.879232170142467
0.765575412888601,13.34896387187199
0.7694814098931346,14.73169110461624
0.7733874068976684,16.01408001945044
0.777293403902202,17.184553834130078
0.7811994009067357,18.233483953233577
0.7851053979112694,19.153326118033903
0.7890113949158031,19.938699266434057
0.7929173919203367,20.586406755920457
0.7968233889248705,21.095401519147444
0.8007293859294041,21.466698510109797
0.8046353829339378,21.703239395319255
0.8085413799384714,21.809715796521505
0.8124473769430052,21.792358459495443
0.8163533739475388,21.658700481139775
0.8202593709520725,21.417323161966287
0.8241653679566062,21.077593164305892
0.8280713649611399,20.6493994614026
0.8319773619656735,20.14289808345625
0.8358833589702073,19.568271937144544
0.8397893559747409,18.935512036065994
0.8436953529792746,18.25422537686887
0.8476013499838082,17.533473478445302
0.851507346988342,16.781644319211274
0.8554133439928756,16.006359108890983
0.8593193409974093,15.214414062402811
0.863225338001943,14.411756146273238
0.8671313350064767,13.603490679051664
0.8710373320110103,12.793917716874276
